,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
423,1884,60,2.0,0.0,11250,1.0,1.0,1.0,1.0,1.0,2.0,1.0,18.0,2.0,1.0,1.0,2.0,7,5,2001,2001,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,2.0,0.0,944.0,944.0,1.0,3.0,1.0,1.0,944,926,0,1870,0.0,0.0,2,1,3,1,2.0,6,1.0,0,1.0,1.0,2001.0,3.0,2.0,608.0,1.0,1.0,1.0,256,43,0,0,0,0,1.0,2.0,1.0,0,5,2009,1.0,1.0
424,1885,20,2.0,90.0,15750,1.0,1.0,1.0,1.0,1.0,5.0,1.0,18.0,1.0,1.0,1.0,1.0,8,5,1999,2000,1.0,1.0,1.0,1.0,2.0,260.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1246.0,2.0,0.0,216.0,1462.0,1.0,3.0,1.0,1.0,1513,0,0,1513,1.0,0.0,2,0,2,1,2.0,5,1.0,1,2.0,1.0,1999.0,2.0,2.0,521.0,1.0,1.0,1.0,135,34,0,0,0,0,1.0,2.0,1.0,0,6,2009,1.0,1.0
425,1886,20,2.0,0.0,12782,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,2.0,1.0,1.0,1.0,8,5,2002,2003,2.0,1.0,3.0,3.0,2.0,164.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1360.0,2.0,0.0,462.0,1822.0,1.0,3.0,1.0,1.0,1828,0,0,1828,1.0,0.0,2,0,3,1,2.0,7,1.0,1,3.0,1.0,2002.0,2.0,2.0,523.0,1.0,1.0,1.0,194,144,0,0,0,0,1.0,2.0,1.0,0,6,2009,1.0,1.0
426,1887,20,2.0,70.0,8750,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,2.0,1.0,1.0,1.0,7,5,1997,1998,1.0,1.0,1.0,1.0,2.0,209.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,1111.0,2.0,0.0,306.0,1417.0,1.0,3.0,1.0,1.0,1417,0,0,1417,1.0,0.0,2,0,3,1,2.0,7,1.0,1,2.0,1.0,1997.0,1.0,2.0,511.0,1.0,1.0,1.0,60,0,0,0,117,0,1.0,2.0,1.0,0,8,2009,1.0,1.0
427,1888,20,2.0,85.0,10200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,2.0,1.0,1.0,1.0,8,5,2007,2007,1.0,1.0,1.0,1.0,2.0,180.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,1478.0,2.0,0.0,100.0,1578.0,1.0,3.0,1.0,1.0,1602,0,0,1602,1.0,0.0,2,0,3,1,2.0,7,1.0,1,3.0,1.0,2007.0,3.0,3.0,810.0,1.0,1.0,1.0,0,48,0,0,195,0,1.0,2.0,1.0,0,1,2009,1.0,1.0
428,1889,60,2.0,85.0,11069,1.0,1.0,1.0,1.0,1.0,2.0,1.0,18.0,2.0,1.0,1.0,2.0,6,5,2007,2007,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,2.0,0.0,608.0,608.0,1.0,3.0,1.0,1.0,608,788,0,1396,0.0,0.0,2,1,3,1,2.0,6,1.0,1,3.0,3.0,2007.0,2.0,2.0,440.0,1.0,1.0,1.0,100,36,0,0,0,0,1.0,2.0,1.0,0,7,2009,1.0,1.0
429,1890,20,2.0,80.0,10682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,2.0,1.0,1.0,1.0,4,6,1960,1971,1.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,399.0,2.0,0.0,615.0,1014.0,1.0,1.0,1.0,1.0,1149,0,0,1149,1.0,0.0,1,0,3,1,1.0,7,3.0,0,1.0,6.0,1968.0,2.0,1.0,544.0,1.0,1.0,1.0,0,240,0,0,0,0,1.0,1.0,1.0,0,7,2009,1.0,1.0
430,1891,180,3.0,35.0,3675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,2.0,1.0,2.0,5.0,6,5,2005,2006,1.0,1.0,1.0,1.0,2.0,80.0,1.0,1.0,6.0,2.0,1.0,2.0,3.0,547.0,2.0,0.0,0.0,547.0,1.0,2.0,1.0,1.0,1072,0,0,1072,1.0,0.0,1,0,2,1,1.0,5,1.0,0,1.0,5.0,2005.0,2.0,2.0,525.0,1.0,1.0,1.0,0,28,0,0,0,0,1.0,2.0,1.0,0,4,2009,1.0,1.0
431,1892,20,2.0,64.0,6410,1.0,1.0,1.0,2.0,1.0,1.0,2.0,17.0,2.0,1.0,1.0,1.0,4,5,1959,1959,1.0,1.0,9.0,10.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,332.0,3.0,243.0,301.0,876.0,1.0,1.0,1.0,2.0,876,0,0,876,0.0,0.0,1,0,3,1,1.0,5,1.0,0,1.0,2.0,1959.0,1.0,1.0,320.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,3,2009,1.0,1.0
432,1893,20,2.0,70.0,11767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,2.0,1.0,1.0,1.0,5,5,1950,1950,1.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1078.0,2.0,0.0,0.0,1078.0,1.0,1.0,1.0,2.0,1368,0,0,1368,1.0,0.0,1,0,3,1,1.0,6,3.0,0,1.0,1.0,1950.0,3.0,1.0,195.0,1.0,1.0,1.0,0,41,211,0,0,0,1.0,2.0,3.0,900,6,2009,1.0,1.0
433,1894,90,2.0,65.0,10926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,2.0,1.0,4.0,1.0,5,5,1959,1959,2.0,1.0,1.0,1.0,2.0,74.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,1678.0,1678.0,1.0,1.0,1.0,1.0,1678,0,0,1678,0.0,0.0,2,0,6,2,1.0,10,1.0,0,1.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,1.0,0,0,0,0,0,0,1.0,2.0,1.0,0,8,2009,1.0,1.0
434,1895,20,2.0,70.0,11767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,2.0,1.0,1.0,1.0,5,5,1956,1956,2.0,1.0,3.0,3.0,2.0,259.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,546.0,2.0,0.0,604.0,1150.0,1.0,3.0,1.0,1.0,1560,0,0,1560,0.0,0.0,1,0,2,1,1.0,7,3.0,1,2.0,1.0,1956.0,1.0,1.0,313.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,2.0,1.0,0,5,2009,1.0,1.0
435,1896,50,2.0,45.0,8212,1.0,3.0,1.0,1.0,1.0,1.0,1.0,17.0,2.0,1.0,1.0,4.0,5,6,1941,1950,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,626.0,2.0,0.0,94.0,720.0,1.0,3.0,1.0,1.0,854,444,0,1298,0.0,0.0,1,0,3,1,1.0,6,1.0,2,3.0,2.0,1940.0,1.0,1.0,256.0,1.0,1.0,1.0,84,0,0,0,0,0,1.0,2.0,1.0,0,9,2009,1.0,1.0
436,1897,50,1.0,70.0,6300,1.0,2.0,1.0,1.0,1.0,2.0,1.0,16.0,2.0,1.0,1.0,4.0,5,4,1938,1950,1.0,1.0,5.0,5.0,2.0,88.0,1.0,1.0,2.0,1.0,3.0,1.0,6.0,832.0,2.0,0.0,0.0,832.0,1.0,1.0,1.0,1.0,832,436,0,1268,0.0,0.0,1,1,3,1,1.0,7,1.0,2,3.0,5.0,1938.0,1.0,1.0,250.0,1.0,1.0,1.0,0,0,55,0,0,0,1.0,2.0,1.0,0,7,2009,1.0,3.0
437,1898,70,2.0,43.0,5707,1.0,1.0,1.0,3.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,2.0,6,6,1935,1950,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,583.0,583.0,1.0,2.0,1.0,3.0,647,595,0,1242,0.0,0.0,1,1,3,1,1.0,6,1.0,1,3.0,2.0,1926.0,1.0,1.0,180.0,3.0,1.0,1.0,329,96,0,0,0,0,1.0,2.0,1.0,0,3,2009,1.0,1.0
438,1899,30,2.0,64.0,8574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,2.0,1.0,1.0,1.0,6,8,1916,2000,1.0,1.0,11.0,11.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,816.0,816.0,1.0,3.0,1.0,1.0,1232,0,0,1232,0.0,0.0,1,0,3,1,2.0,6,1.0,1,3.0,2.0,1916.0,1.0,2.0,440.0,1.0,1.0,1.0,0,0,180,0,0,0,1.0,2.0,1.0,0,10,2009,1.0,1.0
439,1900,70,2.0,53.0,7155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,2.0,1.0,1.0,2.0,7,8,1918,1990,3.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,3.0,4.0,0.0,2.0,0.0,600.0,600.0,1.0,3.0,1.0,1.0,628,600,0,1228,0.0,0.0,1,0,3,1,1.0,6,1.0,1,3.0,2.0,1918.0,1.0,1.0,215.0,3.0,1.0,1.0,0,113,0,0,195,0,1.0,1.0,1.0,0,5,2009,1.0,1.0
440,1901,50,2.0,60.0,13680,1.0,1.0,1.0,2.0,1.0,1.0,2.0,19.0,2.0,1.0,1.0,4.0,5,6,1940,1950,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,728.0,2.0,0.0,112.0,840.0,1.0,3.0,1.0,1.0,840,727,0,1567,1.0,0.0,1,1,2,1,1.0,6,2.0,2,2.0,2.0,1961.0,1.0,2.0,440.0,1.0,1.0,1.0,0,21,150,0,0,0,1.0,3.0,1.0,0,2,2009,1.0,1.0
441,1902,20,2.0,80.0,14680,1.0,3.0,2.0,2.0,1.0,1.0,1.0,19.0,2.0,1.0,1.0,1.0,5,4,1960,1960,1.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,793.0,2.0,0.0,480.0,1273.0,1.0,3.0,1.0,1.0,1273,0,0,1273,0.0,0.0,1,0,2,1,1.0,5,1.0,0,1.0,1.0,1960.0,1.0,1.0,307.0,1.0,1.0,1.0,483,0,0,0,115,0,1.0,1.0,1.0,0,6,2009,1.0,1.0
442,1903,90,2.0,0.0,8145,1.0,1.0,2.0,2.0,1.0,2.0,1.0,19.0,2.0,1.0,4.0,6.0,7,6,1940,1950,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,6.0,246.0,2.0,0.0,674.0,920.0,1.0,3.0,1.0,1.0,1240,1240,0,2480,0.0,0.0,2,1,5,2,1.0,13,1.0,2,3.0,2.0,1940.0,1.0,2.0,400.0,1.0,1.0,1.0,0,0,57,0,0,0,1.0,2.0,1.0,0,7,2009,1.0,1.0
443,1904,20,2.0,70.0,9100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,5,6,1954,1954,1.0,1.0,8.0,13.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,154.0,6.0,694.0,264.0,1112.0,1.0,3.0,1.0,1.0,1112,0,0,1112,1.0,0.0,1,0,2,1,1.0,6,1.0,1,3.0,1.0,1954.0,1.0,1.0,390.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,10,2009,1.0,4.0
444,1905,20,2.0,90.0,13339,1.0,1.0,2.0,1.0,1.0,1.0,1.0,19.0,2.0,1.0,1.0,1.0,6,6,1960,1960,1.0,1.0,3.0,4.0,3.0,132.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,65.0,4.0,875.0,621.0,1561.0,1.0,1.0,1.0,1.0,1561,0,0,1561,1.0,0.0,2,0,3,1,1.0,6,1.0,1,3.0,1.0,1960.0,2.0,2.0,463.0,1.0,1.0,1.0,0,148,0,0,120,0,1.0,2.0,1.0,0,5,2009,1.0,1.0
445,1906,50,2.0,78.0,15600,1.0,1.0,1.0,3.0,1.0,1.0,1.0,19.0,2.0,1.0,1.0,4.0,5,7,1949,2005,1.0,1.0,10.0,6.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,312.0,3.0,507.0,248.0,1067.0,2.0,4.0,2.0,1.0,986,537,0,1523,1.0,0.0,2,0,3,1,4.0,7,7.0,1,2.0,1.0,1949.0,1.0,1.0,295.0,1.0,1.0,1.0,0,0,81,0,0,0,1.0,2.0,1.0,0,10,2009,1.0,1.0
446,1907,20,2.0,100.0,17500,1.0,1.0,1.0,3.0,1.0,2.0,2.0,19.0,7.0,1.0,1.0,1.0,6,5,1954,1954,1.0,1.0,3.0,3.0,3.0,420.0,1.0,1.0,2.0,1.0,1.0,4.0,6.0,784.0,4.0,435.0,91.0,1310.0,1.0,3.0,1.0,1.0,1906,0,0,1906,1.0,0.0,1,1,3,1,1.0,6,1.0,2,3.0,5.0,1954.0,1.0,2.0,576.0,1.0,1.0,1.0,0,201,0,0,0,0,1.0,2.0,1.0,0,1,2009,1.0,1.0
447,1908,160,3.0,24.0,1733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,2.0,1.0,3.0,2.0,6,6,1980,1980,1.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,516.0,516.0,1.0,1.0,1.0,1.0,516,516,0,1032,0.0,0.0,1,0,2,1,1.0,5,1.0,1,2.0,2.0,1980.0,1.0,2.0,452.0,1.0,1.0,1.0,279,0,0,0,0,0,1.0,3.0,1.0,0,5,2009,1.0,1.0
448,1909,160,3.0,24.0,1488,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,2.0,1.0,2.0,2.0,6,6,1980,1992,1.0,1.0,5.0,5.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,471.0,2.0,0.0,90.0,561.0,1.0,1.0,1.0,1.0,561,668,0,1229,1.0,0.0,1,1,2,1,2.0,5,1.0,1,2.0,1.0,1980.0,2.0,2.0,462.0,1.0,1.0,1.0,176,0,0,0,0,0,1.0,3.0,1.0,0,10,2009,1.0,1.0
449,1910,160,3.0,24.0,1612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,2.0,1.0,3.0,2.0,6,6,1980,1980,1.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,0.0,2.0,0.0,561.0,561.0,1.0,1.0,1.0,1.0,561,668,0,1229,0.0,0.0,1,1,2,1,1.0,5,1.0,1,2.0,1.0,1980.0,2.0,2.0,462.0,1.0,1.0,1.0,154,0,0,0,0,0,1.0,1.0,1.0,0,7,2009,1.0,1.0
450,1911,80,2.0,0.0,13607,1.0,1.0,2.0,1.0,1.0,1.0,1.0,19.0,2.0,1.0,1.0,3.0,6,6,1986,1986,1.0,1.0,1.0,1.0,2.0,242.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,454.0,2.0,0.0,118.0,572.0,1.0,2.0,1.0,1.0,1182,800,0,1982,1.0,0.0,2,1,3,1,1.0,6,1.0,1,2.0,3.0,1986.0,2.0,2.0,501.0,1.0,1.0,1.0,400,112,0,0,0,0,1.0,2.0,3.0,1500,4,2009,1.0,1.0
451,1912,20,2.0,0.0,17597,1.0,1.0,1.0,3.0,1.0,1.0,1.0,19.0,2.0,1.0,1.0,1.0,7,9,1971,2009,2.0,1.0,8.0,13.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,803.0,6.0,419.0,581.0,1803.0,1.0,1.0,1.0,1.0,2365,0,0,2365,1.0,0.0,2,0,3,1,3.0,7,3.0,2,3.0,1.0,1971.0,2.0,2.0,551.0,1.0,1.0,1.0,200,144,0,0,0,0,1.0,3.0,1.0,0,7,2009,1.0,1.0
452,1913,70,3.0,50.0,8660,1.0,1.0,1.0,3.0,1.0,1.0,1.0,21.0,2.0,1.0,1.0,2.0,5,6,1900,1993,3.0,1.0,9.0,10.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,760.0,760.0,1.0,3.0,2.0,1.0,928,928,312,2168,0.0,0.0,2,0,5,1,2.0,11,1.0,0,1.0,2.0,1998.0,1.0,2.0,576.0,1.0,1.0,1.0,467,160,78,0,0,0,1.0,2.0,1.0,0,12,2009,1.0,1.0
453,1914,30,5.0,60.0,10200,1.0,3.0,1.0,1.0,1.0,1.0,1.0,21.0,2.0,1.0,1.0,1.0,4,6,1925,1950,1.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,2.0,0.0,572.0,572.0,1.0,4.0,2.0,4.0,572,0,0,572,0.0,0.0,1,0,2,1,1.0,4,1.0,0,1.0,2.0,1940.0,1.0,1.0,200.0,1.0,1.0,2.0,0,0,72,0,0,0,1.0,2.0,1.0,0,5,2009,1.0,1.0
454,1915,120,3.0,44.0,3843,1.0,1.0,2.0,2.0,1.0,1.0,2.0,19.0,2.0,1.0,2.0,1.0,8,5,2007,2008,2.0,1.0,6.0,7.0,3.0,174.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1476.0,2.0,0.0,120.0,1596.0,1.0,3.0,1.0,1.0,1648,0,0,1648,1.0,1.0,2,0,2,1,3.0,5,1.0,1,3.0,1.0,2007.0,2.0,2.0,482.0,1.0,1.0,1.0,162,53,0,153,0,0,1.0,2.0,1.0,0,6,2009,3.0,2.0
455,1916,30,6.0,109.0,21780,2.0,1.0,1.0,1.0,2.0,1.0,1.0,21.0,2.0,1.0,1.0,1.0,2,4,1910,1950,1.0,1.0,2.0,2.0,1.0,0.0,4.0,3.0,1.0,5.0,5.0,5.0,7.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,810,0,0,810,0.0,0.0,1,0,1,1,1.0,4,3.0,0,1.0,2.0,1975.0,1.0,1.0,280.0,1.0,1.0,2.0,119,24,0,0,0,0,1.0,2.0,1.0,0,3,2009,4.0,1.0
456,1917,60,2.0,75.0,10125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,2.0,1.0,1.0,2.0,8,5,2000,2001,1.0,1.0,6.0,7.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,445.0,4.0,250.0,412.0,1107.0,1.0,3.0,1.0,1.0,1040,1012,0,2052,0.0,0.0,2,1,3,1,2.0,7,1.0,1,2.0,3.0,2000.0,2.0,3.0,642.0,1.0,1.0,1.0,210,91,0,0,0,0,1.0,2.0,1.0,0,5,2009,1.0,1.0
457,1918,85,2.0,75.0,9750,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,2.0,1.0,1.0,5.0,6,6,1977,1977,1.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,767.0,2.0,0.0,135.0,902.0,1.0,3.0,1.0,1.0,926,0,0,926,1.0,0.0,1,0,2,1,1.0,5,1.0,1,2.0,1.0,1977.0,1.0,1.0,351.0,1.0,1.0,1.0,319,0,0,0,0,0,1.0,1.0,1.0,0,4,2009,1.0,1.0
458,1919,85,2.0,72.0,9360,1.0,1.0,1.0,3.0,1.0,1.0,1.0,22.0,2.0,1.0,1.0,5.0,6,7,1977,1977,1.0,1.0,4.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,841.0,1.0,116.0,0.0,957.0,1.0,1.0,1.0,1.0,1287,0,0,1287,1.0,0.0,1,1,2,1,1.0,5,1.0,2,5.0,1.0,1977.0,3.0,2.0,541.0,1.0,1.0,1.0,302,39,0,0,120,0,1.0,4.0,1.0,0,11,2009,1.0,1.0
459,1920,20,2.0,82.0,11070,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,2.0,1.0,1.0,1.0,5,5,1991,1991,1.0,1.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,55.0,2.0,0.0,1527.0,1582.0,1.0,1.0,1.0,1.0,1595,0,0,1595,1.0,0.0,2,0,2,1,1.0,5,1.0,0,1.0,2.0,1991.0,1.0,2.0,672.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,2.0,1.0,0,4,2009,2.0,3.0
460,1921,20,2.0,113.0,13438,1.0,1.0,2.0,2.0,1.0,2.0,1.0,23.0,2.0,1.0,1.0,1.0,9,5,2008,2008,1.0,1.0,6.0,7.0,3.0,246.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1758.0,2.0,0.0,432.0,2190.0,1.0,3.0,1.0,1.0,2036,0,0,2036,1.0,0.0,2,0,3,1,3.0,9,1.0,1,6.0,1.0,2008.0,2.0,3.0,780.0,1.0,1.0,1.0,90,154,0,0,0,0,1.0,2.0,1.0,0,7,2009,1.0,1.0
461,1922,20,2.0,79.0,14463,1.0,1.0,2.0,2.0,1.0,2.0,1.0,23.0,2.0,1.0,1.0,1.0,9,5,2008,2008,1.0,1.0,6.0,7.0,2.0,406.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1115.0,2.0,0.0,526.0,1641.0,1.0,3.0,1.0,1.0,1641,0,0,1641,1.0,0.0,2,0,3,1,3.0,7,1.0,0,1.0,1.0,2008.0,2.0,3.0,885.0,1.0,1.0,1.0,0,95,0,0,0,0,1.0,2.0,1.0,0,1,2009,1.0,1.0
462,1923,60,2.0,0.0,9839,1.0,1.0,2.0,1.0,1.0,4.0,1.0,23.0,2.0,1.0,1.0,2.0,6,8,1980,2006,1.0,1.0,5.0,5.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,462.0,2.0,0.0,250.0,712.0,1.0,3.0,1.0,1.0,1375,862,0,2237,0.0,0.0,2,1,3,1,2.0,7,1.0,1,2.0,3.0,1980.0,2.0,2.0,440.0,1.0,1.0,1.0,305,24,0,0,0,0,1.0,2.0,3.0,2500,2,2009,1.0,1.0
463,1924,80,2.0,125.0,14419,1.0,1.0,2.0,1.0,1.0,2.0,1.0,23.0,2.0,1.0,1.0,3.0,7,5,1987,1989,2.0,1.0,4.0,4.0,2.0,310.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,904.0,6.0,624.0,117.0,1645.0,1.0,3.0,1.0,1.0,1479,0,0,1479,2.0,0.0,2,1,3,1,2.0,7,3.0,1,5.0,1.0,1987.0,2.0,2.0,578.0,1.0,1.0,1.0,224,238,0,0,0,0,1.0,2.0,1.0,0,7,2009,1.0,1.0
464,1925,60,2.0,75.0,9157,1.0,1.0,2.0,1.0,1.0,2.0,1.0,23.0,2.0,1.0,1.0,2.0,7,5,2003,2003,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,0.0,2.0,0.0,912.0,912.0,1.0,3.0,1.0,1.0,1072,942,0,2014,0.0,0.0,2,1,3,1,2.0,9,1.0,0,1.0,1.0,2003.0,2.0,2.0,486.0,1.0,1.0,1.0,124,114,0,0,0,0,1.0,2.0,1.0,0,2,2009,1.0,3.0
465,1926,20,2.0,85.0,12633,1.0,1.0,2.0,2.0,1.0,1.0,1.0,23.0,2.0,1.0,1.0,1.0,9,5,2007,2007,2.0,1.0,6.0,7.0,3.0,290.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1640.0,2.0,0.0,338.0,1978.0,1.0,3.0,1.0,1.0,1978,0,0,1978,1.0,0.0,2,0,2,1,3.0,7,1.0,1,3.0,1.0,2007.0,2.0,3.0,920.0,1.0,1.0,1.0,308,52,0,0,0,0,1.0,2.0,1.0,0,5,2009,1.0,1.0
466,1927,20,2.0,75.0,12518,1.0,1.0,2.0,1.0,1.0,1.0,1.0,22.0,2.0,1.0,1.0,1.0,5,7,1968,1968,1.0,1.0,3.0,3.0,2.0,182.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,532.0,2.0,0.0,476.0,1008.0,1.0,2.0,1.0,1.0,1008,0,0,1008,0.0,0.0,1,0,3,1,2.0,6,1.0,0,1.0,1.0,1968.0,1.0,1.0,384.0,1.0,1.0,1.0,144,0,0,0,0,0,1.0,1.0,1.0,0,4,2009,1.0,1.0
467,1928,20,2.0,83.0,13383,1.0,1.0,2.0,1.0,1.0,1.0,2.0,22.0,2.0,1.0,1.0,1.0,5,5,1969,2000,2.0,1.0,3.0,3.0,2.0,176.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,594.0,2.0,0.0,594.0,1188.0,1.0,3.0,1.0,1.0,1404,0,0,1404,0.0,0.0,2,0,3,1,1.0,7,1.0,1,4.0,1.0,1969.0,1.0,2.0,504.0,1.0,1.0,1.0,0,16,0,0,0,0,1.0,2.0,1.0,0,3,2009,1.0,1.0
468,1929,85,2.0,50.0,7689,1.0,1.0,2.0,1.0,1.0,1.0,1.0,22.0,2.0,1.0,1.0,5.0,5,8,1972,1972,1.0,1.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,720.0,4.0,76.0,0.0,796.0,1.0,2.0,1.0,1.0,796,0,0,796,0.0,1.0,1,0,2,1,1.0,4,1.0,0,1.0,2.0,1998.0,1.0,1.0,336.0,1.0,1.0,1.0,138,0,0,0,0,0,1.0,1.0,1.0,0,7,2009,1.0,1.0
469,1930,80,2.0,62.0,7706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,2.0,1.0,1.0,3.0,6,5,1993,1996,1.0,1.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,114.0,5.0,270.0,0.0,384.0,1.0,3.0,1.0,1.0,1091,0,0,1091,0.0,1.0,1,0,2,1,1.0,5,1.0,0,1.0,1.0,1993.0,2.0,1.0,429.0,1.0,1.0,1.0,280,0,0,0,0,0,1.0,2.0,3.0,700,8,2009,1.0,1.0
470,1931,85,2.0,70.0,7669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,2.0,1.0,1.0,5.0,5,6,1992,1993,1.0,1.0,3.0,9.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,718.0,1.0,110.0,0.0,828.0,1.0,1.0,1.0,1.0,883,0,0,883,1.0,0.0,1,0,2,1,1.0,5,1.0,1,5.0,2.0,1998.0,1.0,2.0,698.0,1.0,1.0,1.0,100,32,0,0,0,0,1.0,3.0,1.0,0,6,2009,1.0,1.0
